name,price,bottle,type_wine,region,grapes,producer,wine_description,tasting_descr,tasting_view,tasting_bouquet,tasting_mouth,serving_storage_conditions,serve_temperature,food_pairing,alergens,alcohol_content,production,winemaking_info,vessel_material,aging_period,casks_age,casks_wood,more_winemaking_info,vineyards,type_agriculture,vineyard_age,soil_type,climate,orientation,surface,customer_reviews,customer_reviews_number,last_score_parker,last_score_penin,last_score_year,image,url,year,last_score_parker_num
Tilenus Ecológico Mencía 2018,£13.40,,Red wine,Bierzo ,Mencia,Bodegas Estefanía,"Ecological Tilenus. Amazing wine made from Mencía grapes from organic vineyards; The plot is located in the municipality of Arganza, on ferrous clay soils and plants driven in supported systems, with an age of 15-20 years.  Ruby red color with purple highlights, with great olfactory quality, especially highlighting fruit aromas: strawberries, raspberries and cherries. In the mouth soft and balanced with a touch of freshness characteristic of the Mencía variety.","The Frías brothers are the owners of this young winery with its century-old grapevines, a family tradition of vine-growing and wine-making, and located in Bierzo, a denomination with great potential.",Ruby red / Purplish glints,Higly aromatic / Fruit aromas / Red fruit / Cherries / Raspberry / Strawberries,Smooth / Balanced / Fresh / Varietal notes,,,,Contains sulfites,13.0,,,,,,,,,Organic,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/tlcuv18_anv800.png,https://www.vinissimus.com/en/wine/tilenus-ecologico-mencia/,2018.0,
Arrayán Premium 2010,£36.95,,Red wine,Méntrida ,"Syrah, Merlot, Cabernet Sauvignon, Petit Verdot",Bodega Arrayán,"This is the top wine made by Arrayán in Santa Cruz del Retamar. It combines all the merits of the varieties best suited to the region, which were selected back then by Australian expert Richard Smart, and are vinified today under the guidance of a real reference point in Spanish winemaking, none other than Miguel Ángel de Gregorio. The result is a complex and elegant red, in which the fruit and the toasty aromas derived from the barrel work together in perfect harmony; without a doubt, a Superior red.",,,,,,,,Contains sulfites,14.0,,,,,,,,,,,,,,,5.0,1,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/arrap10_anv800.png,https://www.vinissimus.com/en/wine/arrayan-premium/,2010.0,
Èlia 2017,£22.55,,Red wine,Montsant ,"Garnacha, Syrah, Cabernet Sauvignon",Celler Ficaria Vins,,,Picota cherry red / Intense / Garnet glints,Higly aromatic / Fruit aromas / Red fruit / Redcurrants / Strawberries / Balsamic notes / Toasty notes / Mineral notes / Fresh,Good entry / Flavoursome / Intense / Fruit-forward / Good acidity / Rounded tannins / Menthol notes / Mineral notes / Long finish / Persistent,,,,Contains sulfites,14.5,,,,,,,,,Organic,,,,,,5.0,1,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/eliaf17_anv800.png,https://www.vinissimus.com/en/wine/elia/,2017.0,
Manyetes Vi de Vila Gratallops 2018,£65.30,,Red wine,Priorat ,Cariñena,Clos Mogador,"Manyetes is the name of a plot of land in Gratallops, where the Barbier family owns a vineyard of very old Cariñena vines which heroically survive in the harsh terrain of slate (llicorella) soil, in especially tough weather conditions. Manyetes is also the name of this fantastic full-bodied wine, offspring of one of modern Priorat's founding fathers: René Barbier.
An excellent Cariñena wine, a rustic type of vine capable of producing a most elegant texture when handled well and the fruit is harvested at its optimum point of ripeness. A robust and earthy wine, unmistakably Priorat, fresh and very harmonious. An amazing wine, which conveys the essence of Gratallops.
  ","René Barbier arrived in Priorat, from a well-known family of French vine-growers, when the wines of this region were totally unknown.  He and a group of friends, including names now notably famous such as Josep Lluís Pérez (Mas Martinet Viticultors), Carles Pastrana (Costers del Siurana), Dafne Glorian (Clos i Terrasses) and, somewhat later, Álvaro Palacios (Álvaro Palacios), were the real architects of the recovery of this small appellation in inland Tarragona, greatly admired...",Cherry red / Intense,Ripe black fruit / Redcurrants / Plums / Balsamic aromas / Mineral,Fresh / Unctuous / Balanced / Ripe tannins / Elegant / Persistent,,Serve between 16ºC and 18ºC,,Contains sulfites,14.0,"4,700  bottles",,Llicorella,Mediterranean,Very low yields,South,20.00 hectares,,,,,,,,5.0,2,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/clman18_anv800_1634573485.png,https://www.vinissimus.com/en/wine/manyetes-vi-de-vila-gratallops/,2018.0,
La Bota de Palo Cortado 92,£68.90,,Palo Cortado sherry,Jerez-Manzanilla ,Palomino Fino,Equipo Navazos,,,,,,,,,Contains sulfites,20.5,"2,100  bottles",,,,,,,,,,,,,,5.0,3,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/botpc92_anv800.png,https://www.vinissimus.com/en/wine/la-bota-de-palo-cortado-72/,,
Laxas 2019,£13.40,,White wine,Rías Baixas ,Albariño,Bodegas As Laxas,,,Straw yellow / Greenish glints / Clean / Bright,Higly aromatic / Floral scents / Fruit aromas / Apple / Stone fruit / Apricot,Fresh / Well-integrated acidity / Balanced / Structured / Rich / Glyceric,,Serve between 9ºC and 12ºC,,Contains sulfites,12.0,,,,,,,,,,,,,,,4.0,4,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/laxas19_anv800.png,https://www.vinissimus.com/en/wine/laxas/,2019.0,
Reflexe 2016,£17.30,,Red wine,Priorat ,"Garnacha, Cariñena, Cabernet Sauvignon, Syrah",Costers del Priorat,"The Reflexe ('reflex', in Catalan) is a wine of delicate violet color, middle layer and abundant tear that already seems to want to advance the elegance that will later confirm the rest of our senses. In his nose there is a combination of olfactory sensations such as coffee or spices, ripe fruit (plums and currants), scrubland or licorice. Its entrance is silky and the touch magnificent, finely rough, with lactic and creamy sensations. The wine fills the mouth with ripe tannins and the right point of bitterness. It is very balanced and easy to drink, delicate thanks to the measured extraction and noble thanks to its complexity. Without doubt a good reflection of the possibilities of the monovarietals of Grenache in the Priorat, a wise combination between the kindness of the varietal and the strong character of its land of origin.",,,,,,Serve between 14ºC and 16ºC,,Contains sulfites,14.5,,,,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/refle16_anv800.png,https://www.vinissimus.com/en/wine/reflexe/,2016.0,
Gran Barquero Amontillado,£33.05,,Amontillado sherry,Montilla-Moriles ,Pedro Ximénez,Pérez Barquero,"Gran Barquero Amontillado is an irresistible and spectacular Amontillado that will delight any lover of Andalusian fortified wines.
 Its long aging under a flower veil of more than 10 years, followed by oxidative aging for no less than 15 years, make this Amontillado a very special wine for its finesse, elegance, complexity and a very gastronomic profile as well as a unbeatable value for money.","Pérez Barquero is one of Andalusia’s best wineries. A family that has always shown a firm commitment to their region’s traditional wines and has championed them with passion, conviction and great dedication. Their Finos, Amontillados, Olorosos, Palo Cortados and Pedro Ximénez sweet wines have always been highly regarded by consumers, appreciating all their ranges, but in recent years their fame has increased thanks to the excellent ratings received from the wine press worldwide;...",Amber / Golden glints,Higly aromatic / Wood / Dried fruit and nuts / Spices / Over-ripe fruit,Structured / Warm / Flavoursome / Powerful / Full / Persistent,,Serve between 12ºC and 14ºC,,Contains sulfites,19.0,,,300 months,Used,Criaderas y soleras,,,,,Albariza,Atlantic with Mediterranean influence,,,,4.8,8,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/grbaram_anv800.png,https://www.vinissimus.com/en/wine/gran-barquero-amontillado/,,
Cortijo Los Aguilares Pinot Noir 2018,£39.10,,Red wine,Sierras de Málaga ,Pinot Noir,Cortijo Los Aguilares,"José Antonio Itarte and his wife Victoria bought the Cortijo Los Aguilares estate, which is located in Ronda, in 1999 and the following year they planted 19 hectares of vineyards with the Pinot Noir, Tempranillo, Merlot, Cabernet Sauvignon and Petit Verdot grape varieties. It is a young winery, but it has very clearly defined principles and the good fortune to count on the professionalism of Bibi García, a young oenologist with a lot of enthusiasm and knowledge.
Work in the...",,Picota cherry red / Bright / Semi-opaque / Violet glints,Concentrated / Floral scents / Mature / ripe / Complex,Smooth / Fresh / Elegant / Good acidity / Pleasant finish / Long,,,,Contains sulfites,13.0,,,,,,,,,Organic,,,,,,4.5,2,,94.0,2018.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/agipn18_anv800.png,https://www.vinissimus.com/en/wine/cortijo-los-aguilares-pinot-noir/,2018.0,
Capitol Crianza 2015,£8.90,,Red wine,Tarragona ,"Tempranillo, Merlot",Vins Padró,,,Cherry red / Orangey glints,Ripe red fruit / Vanilla / Cinnamon / Lactic notes,Lively / Characterful / Pleasant,,Serve between 16ºC and 18ºC,,Contains sulfites,13.0,,,9 months,Oak,,,,,,,,,,,4.0,4,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/capcz15_anv800.png,https://www.vinissimus.com/en/wine/capitol-crianza/,2015.0,
Paso a Paso Verdejo 2015,£10.50,,White wine,La Mancha ,Verdejo,Bodegas Volver,"A Verdejo with delicate aromas of freshly caught peach, citrus, apple and kiwi.","Bodegas Volver belongs to a group of wineries run by Jorge Ordóñez, a renowned importer of Spanish wines in the United States, which also includes Bodegas Alto Moncayo, Bodegas Avanthia, Bodegas La Cana and Jorge Ordóñez & Co.",,,,,Serve between 7ºC and 9ºC,,Contains sulfites,13.0,,,,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/pasve15_anv800.png,https://www.vinissimus.com/en/wine/paso-a-paso-verdejo/,2015.0,
Miquel Gelabert Chardonnay Roure Sel. Esp. 2016,£35.90,,White wine,Pla i Llevant ,Chardonnay,Vins Miquel Gelabert,,,Pale yellow / Golden glints / Clean / Bright,Complex / Elegant / Smoky notes / Spicy notes / Honey / Fruit aromas,Full-bodied / Structured / Fresh / Aromatic herbs / Mint / Crunchy / With personality / Elegant / Aromatic / Balanced / Pleasant,,Serve between 8ºC and 10ºC,,Contains sulfites,13.5,,,,,,,,,,,,,,,5.0,1,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mgcse16_anv800.png,https://www.vinissimus.com/en/wine/miquel-gelabert-chardonnay-roure-sel-esp/,2016.0,
Vinyes Singulars Macabeu 2019,£26.20,,White wine,Wines without GI ,Macabeo,Vinyes Singulars,,,,,,,,,Contains sulfites,12.0,,,,,,,,,Organic,,,,,,3.5,2,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vysmc19_anv800.png,https://www.vinissimus.com/en/wine/vinyes-singulars-macabeu/,2019.0,
Exibis 2016,£14.80,,Red wine,Pla de Bages ,"Cabernet Sauvignon, Sumoll, Mandó",Can Serra dels Exibis,,,Purplish red / Intense,Fruit aromas / Ripe fruit / Fruits of the forest / Black fruit / Plums / Floral scents / Dried flowers / Spicy notes,Complex / Refined / Fruit-forward / Slightly sweet / Good acidity / Fresh / Spicy notes / Floral notes,,,,Contains sulfites,14.5,,,,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/exnrg16_anv800.png,https://www.vinissimus.com/en/wine/exibis/,2016.0,
Vall Llach La Catalina 2019,£27.55,,Red wine,Priorat ,Garnacha,Celler Vall Llach,"Celler Vall Llach was founded at the beginning of the 1990s by the singer Lluís Llach and the notary Enric Costa in the town of Porrera, opting for a controlled micro-production of their estates and “trossos” (century-old vineyards), and looking for quality over and above quantity.  ",,,,,,,,Contains sulfites,15.5,534  bottles,,,,,,,,,,,,,,4.0,2,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/lctln19_anv800.png,https://www.vinissimus.com/en/wine/la-catalina/,2019.0,
Bluegray 2015,£22.55,,Red wine,Priorat ,"Garnacha, Cariñena, Cabernet Sauvignon",Orowines,"Orowines belongs to Gil Family, a group of wineries that share media-marketing activities and promotional campaigns with other wineries; the group also includes Bodegas Atalaya, Bodegas Ateca, Bodegas El Nido, Bodegas y Viñedos Shaya, Bodegas Tritón, Cellers Can Blau, Lagar Da Condesa and Bodegas Juan Gil....",,,,,,Serve between 16ºC and 18ºC,,Contains sulfites,15.0,,,,,,,,,,,,,,,5.0,2,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/blgry15_anv800.png,https://www.vinissimus.com/en/wine/bluegray/,2015.0,
Equànim Blanc Brisat 2018,£44.75,,Orange wine,Priorat ,"Macabeo, White Grenache",Els Vil·lusionistes,,,Pale yellow,Fruit aromas / Quince / Wet grass,Good acidity / Refreshing / Long,,,,Contains sulfites,14.0,,,Unfiltered,,,,,,Organic,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/eqbbr18_anv800.png,https://www.vinissimus.com/en/wine/equanim-blanc-brisat/,2018.0,
La Casona de la Vid Syrah 2019,£28.10,,Red wine,Castile and León ,Syrah,Lagar de Isilla,"Bodegas “El Lagar de Isilla” started up in 1995 after undertaking the ambitious project of restoring the historic 15th Century wine cellar in Aranda de Duero. This ancient bodega consists of a series of underground corridors and galleries, dug out beneath the town's old quarter, with a flight of 59 steps descending 12 metres below street-level to where the temperature remains between 12 and 14ºC and humidity is constant at 85%. Wines are still stored down there, handy for the...",,Intense / Picota cherry red,Higly aromatic / Fruit aromas / Ripe red fruit / Black fruit / Robust / Floral scents / Balsamic aromas / Spicy notes,Structured / Easy to drink / Well-integrated tannins / Complex / Flavoursome,,,,Contains sulfites,14.0,,,Wood,Between 13 and 14 months,Semi-new,French oak,,,,Gravel surface,East-west,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/lcvsh19_anv800.png,https://www.vinissimus.com/en/wine/la-casona-de-la-vid-syrah/,2019.0,
Microvins Garnatxa Roja 2018,£23.95,,White wine,Empordà ,Garnacha Roja,La Vinyeta,"A new venture in the Empordà region which Josep Serra and his team have embarked upon with enthusiasm and great professionalism. This is a small family-owned winery founded in 2002 resulting from the acquisition of some vineyards planted with Garnacha and Cariñena grapevines, ranging in age between 50 and 75 years old, and then consolidated in 2006 with the building of the winery and production of the first wines.
Two years on and La Vinyeta offers a wide range of quality wines...",,,,,,Serve between 6ºC and 8ºC,,Contains sulfites,14.0,"1,133  bottles",,90 years,Mediterranean,,,,,,,,,,,0.0,0,,,2018.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mcgro18_anv800.png,https://www.vinissimus.com/en/wine/microvins-garnatxa-roja/,2018.0,
Luis Alegre Parcela nº 5 2017,£22.70,,Red wine,Rioja ,Tempranillo,Bodegas Luis Alegre,"Following its founding in 1968, Bodegas Luis Alegre at first focused on the production of young wines and crianza wines which are not only still being produced but have improved to the point they are now considered among the best in Spain in their range: Carbonic Maceration, Rosé, White, and Crianza Limited Edition. Under the guidance of Alex Simó, in 1999 the winery started a new project researching the soil-types and micro-climates of some...",,Cherry red,Complex / Spices / Balsamic aromas / Red fruit / Vanilla / Cinnamon,Elegant / Harmonious / Fresh / Well-integrated tannins / Long,,Serve between 16ºC and 18ºC,,Contains sulfites,14.5,"13,181  bottles",,14 months,New,American and French oak,,,,,45 years,Limestone,Atlantic with Mediterranean influence,,,4.0,2,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/lapn517_anv800.png,https://www.vinissimus.com/en/wine/luis-alegre-parcela-no-5/,2017.0,
Can Credo 2015,£24.05,,White wine,Penedès ,Xarel·lo,Celler Credo,"Can Credo is an estate wine, made from Xarel·lo grapes, as a single varietal, and grown in a vineyard on its own which works on the principles of ecological and biodynamic farming.  The 2008 was the first vintage to come onto the market, with a very small number of bottles produced at around 1,200, and production is being limited to 6,000 - 8,000 bottles for future vintages.
The philosophy that lies behind this wine is no different from the one that prevails in the production of their Cava wines, reflecting the character of the grape varietal and the terrain, and so time spent in barrel may be very short (fermenting in barrel and remaining in oak for scarcely a month), just enough to confirm its structure.  Definitely a wine that follows the distinct style of this family of Cavas: subtle, elegant and balanced, a wine with no intention of displaying exuberance but offering sobriety and depth that will ensure its suitability for any special gastronomic occasion.  ","The Recaredo team's project for producing serene wines, Celler Credo, is defined as being based on the two pillars of bio-dynamics; life and movement. Their values bring us closer to the soil, the land and landscapes of their home in Penedès. They are committed to making white terroir wines without chemical fertilizers, pesticides or herbicides. Honest wines that stand out as the chronicles of a simple, genuine sensorial history. They represent a dialogue between humans, grape...",,,,,10ºC,,Contains sulfites,12.0,"1,333  bottles",,Wood,2 months,Oak,,,,Biodynamic,,,,,,4.0,1,93,91.0,2015.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/credo15_anv800.png,https://www.vinissimus.com/en/wine/can-credo/,2015.0,93.0
